Store,phone,email,address,website
Shoppers Drug Mart - Mississauga - Meadowvale Town Centre Circle,905-826-7112,asdm779@shoppersdrugmart.ca,Meadowvale Town Centre6975 Meadowvale Town Centre CircleMississauga  ONL5N 2W7,www1.shoppersdrugmart.ca/en/store-locator/store/77...
Shoppers Drug Mart - Mississauga - Mississauga Valley Blvd,905-272-1100,asdm905@shoppersdrugmart.ca,Iona Square Shopping Centre1585 Mississauga Valley BlvdMississauga  ONL5A 3W9,www1.shoppersdrugmart.ca/en/store-locator/store/90...
Shoppers Drug Mart - Mississauga - North Service Rd,905-277-3661,asdm507@shoppersdrugmart.ca,Applewood Village Plaza1077 North Service Rd  Unit 21Mississauga  ONL4Y 1A6,www1.shoppersdrugmart.ca/en/store-locator/store/50...
Shoppers Drug Mart - Mississauga - Queen St S,905-567-0744,asdm1272@shoppersdrugmart.ca,128 Queen St SMississauga  ONL5M 1K8,www1.shoppersdrugmart.ca/en/store-locator/store/12...
Shoppers Drug Mart - Mississauga - Rathburn Rd E,905-624-1895,asdm906@shoppersdrugmart.ca,Kingsbury Centre1891 Rathburn Rd EMississauga  ONL4W 3Z3,www1.shoppersdrugmart.ca/en/store-locator/store/90...
Shoppers Drug Mart - Mississauga - Southdown Rd,905-823-8260,asdm695@shoppersdrugmart.ca,Clarkson Crossing920 Southdown Rd  Unit 1Mississauga  ONL5J 2Y4,www1.shoppersdrugmart.ca/en/store-locator/store/69...
Shoppers Drug Mart - Mississauga - Tenth Line W,905-858-4618,asdm1147@shoppersdrugmart.ca,Brittany Glen Centre5602 Tenth Line W  Unit 101Mississauga  ONL5M 5S5,www1.shoppersdrugmart.ca/en/store-locator/store/11...
Shoppers Drug Mart - Mississauga - Winston Churchill Blvd,905-607-7871,asdm1098@shoppersdrugmart.ca,3163 Winston Churchill BlvdMississauga  ONL5L 2W1,www1.shoppersdrugmart.ca/en/store-locator/store/10...
Shoppers Drug Mart - Oakville - Cornwall Rd (Olde Oakville Marketplace),905-842-2327,asdm706@shoppersdrugmart.ca,Olde Oakville Marketplace351 Cornwall RdOakville  ONL6J 7Z5,www1.shoppersdrugmart.ca/en/Store-Locator/store/70...
Shoppers Drug Mart - Oakville - Dundas St W,905-257-9737,asdm878@shoppersdrugmart.ca,478 Dundas St WOakville  ONL6H 6Y3,www1.shoppersdrugmart.ca/en/Store-Locator/store/87...
Shoppers Drug Mart - Oakville - Kerr St,905-845-6674,asdm744@shoppersdrugmart.ca,Oaktown Plaza550 Kerr StOakville  ONL6K 3C7,www1.shoppersdrugmart.ca/en/Store-Locator/store/74...
Shoppers Drug Mart - Oakville - Lakeshore Rd W,905-827-1561,asdm996@shoppersdrugmart.ca,2297 Lakeshore Rd WOakville  ONL6L 1H2,www1.shoppersdrugmart.ca/en/Store-Locator/store/99...
Shoppers Drug Mart - Oakville - Leighland Ave,905-842-3730,asdm745@shoppersdrugmart.ca,Oakville Place240 Leighland Ave  Unit 109AOakville  ONL6H 3H6,www1.shoppersdrugmart.ca/en/Store-Locator/store/74...
Shoppers Drug Mart - Oakville - Prince Michael Dr,905-257-3938,asdm1203@shoppersdrugmart.ca,Shoppes on Dundas Plaza2525 Prince Michael DrOakville  ONL6H 0E9,www1.shoppersdrugmart.ca/en/Store-Locator/store/12...
Shoppers Drug Mart - Oakville - Rebecca St,905-827-4141,asdm923@shoppersdrugmart.ca,South Oakville Centre1515 Rebecca StOakville  ONL6L 5G8,www1.shoppersdrugmart.ca/en/Store-Locator/store/92...
Shoppers Drug Mart - Oakville - Third Line,905-465-3000,asdm1271@shoppersdrugmart.ca,B12501 Third LineOakville  ONL6M 5A9,www1.shoppersdrugmart.ca/en/Store-Locator/store/12...
Shoppers Drug Mart - Oakville - Upper Middle Rd,905-842-3934,asdm748@shoppersdrugmart.ca,Upper Oakville Shopping Centre1011 Upper Middle Rd E  Unit D5Oakville  ONL6H 4L3,www1.shoppersdrugmart.ca/en/store-locator/store/74...
Shoppers Drug Mart - Toronto (Etobicoke) - Burnhamthorpe Rd,416-620-4867,asdm1483@shoppersdrugmart.ca,Burnhamthorpe Mall666 Burnhamthorpe RdToronto  ONM9C 2Z4,www1.shoppersdrugmart.ca/en/store-locator/store/14...
Shoppers Drug Mart - Toronto (Etobicoke) - Dundas St W,416-233-3269,asdm863@shoppersdrugmart.ca,Six Points Plaza5230 Dundas St WToronto  ONM9B 1A8,www1.shoppersdrugmart.ca/en/store-locator/store/86...
Shoppers Drug Mart - Toronto (Etobicoke) - Islington Ave,416-239-2309,asdm1341@shoppersdrugmart.ca,Thorncrest Plaza1500 Islington AveToronto  ONM9A 3L8,stores.shoppersdrugmart.ca/en/store/1341/
Shoppers Drug Mart - Toronto (Etobicoke) - Lakeshore Blvd W,416-255-5243,asdm903@shoppersdrugmart.ca,3730 Lake Shore Blvd W  Unit 102Toronto  ONM8W 1N6,www1.shoppersdrugmart.ca/en/Store-Locator/store/90...
Shoppers Drug Mart - Toronto (Etobicoke) - Lloyd Manor Rd,416-236-1131,asdm893@shoppersdrugmart.ca,Lloyd Manor Plaza201 Lloyd Manor RdToronto  ONM9B 6H6,www1.shoppersdrugmart.ca/en/store-locator/store/89...
Shoppers Drug Mart - Toronto (Etobicoke) - The East Mall,416-622-3253,asdm825@shoppersdrugmart.ca,600 The East Mall  Unit 1Toronto  ONM9B 4S1,www1.shoppersdrugmart.ca/en/store-locator/store/82...
Shoppers Drug Mart - Toronto (Etobicoke) - The West Mall,416-621-2466,asdm861@shoppersdrugmart.ca,Sherway Gardens Mall25 The West Mall  Unit 1267Toronto  ONM9C 1B8,www1.shoppersdrugmart.ca/en/store-locator/store/86...
Shoppers Simply Pharmacy - Mississauga - Derry Rd,905-673-5833,asdm3072@shoppersdrugmart.ca,3530 Derry Rd EMississauga  ONL4T 4E3,stores.shoppersdrugmart.ca/en/store/3072
Sobeys Pharmacy - Acton,519-853-5112,rx7211@sobeys.com,372 Queen St EActon  ONL7J 2N3,sobeyspharmacy.com/location/acton/
Sobeys Pharmacy - Milton - Bronte St S,905-636-8421,rx7272@sobeys.com,1035 Bronte St SMilton  ONL9T 8X3,www.sobeys.com/en/stores/sobeys-extra-milton/?f=73...
Sobeys Pharmacy - Mississauga - Tenth Line W,905-858-8212,rx7204@sobeys.com,5602 Tenth Line WMississauga  ONL5M 7L9,www.sobeyspharmacy.com/location/mississauga/
Sobeys Pharmacy - Oakville - Maple Grove Dr,905-849-0446,,511 Maple Grove DrOakville  ONL6J 4W3,www.sobeys.com/en/stores/sobeys-maple-grove/
Sobeys Pharmacy - Oakville - Upper Middle Rd,905-847-3460,rx7230@sobeys.com,Glen Abbey Plaza1500 Upper Middle RdOakville  ONL6M 3G3,www.sobeyspharmacy.com/location/glen-abbey/
Specialty Pharmacy,905-820-2100,,Credit Valley Professional Building2300 Eglinton Ave W  Unit 103Mississauga  ONL5M 2V8,
SQ1 Pharmacy,647-370-2503,dee@sq1healthgroup.com,411 Burnhamthorpe Rd WMississauga  ONL5B 0J5,www.sq1healthgroup.com/
St George Pharmacy,905-693-0044,pharmacy@stgeorgemc.ca,585 Ontario St S  Unit 16Milton  ONL9T 2N2,stgeorgemc.ca/about/
St Mary Dixie Pharmacy,905-625-8228,,4120 Dixie Rd  Unit 11Mississauga  ONL4W 4V8,
Star Pharmacy,905-270-1095,,Newin Centre2580 Shepard Ave  Unit 30Mississauga  ONL5A 4K3,
Swiderski Pharmacy,905-896-1919,,3015 Parkerhill Rd  Unit 1Mississauga  ONL5B 4B2,
Tenth Eglinton Pharmacy,905-369-0410,tenthlinepharmacy@gmail.com,5030 Tenth Line W  Unit 6Mississauga  ONL5M 7Z5,www.mississaugawellness.com
Terry Fox Pharmacy,905-858-3020,,5380 Terry Fox Way  Unit 9Mississauga  ONL5V 0A5,
Tomken Centre Pharmacy,905-270-0044,,Tomken Plaza925 Rathburn Rd EMississauga  ONL4W 4C3,
Tomken Medical Pharmacy,905-624-8222,,5153 Tomken RdMississauga  ONL4W 1P1,
Total Health Pharmacy - Milton - Bronte St S,905-876-4440,thp123@thpharmacy.com,Milton Professional Centre470 Bronte St S  Unit 123Milton  ONL9T 2J4,thpharmacy.com/stores/gsn-drugs-inc-thp-store-123/
Total Health Pharmacy - Milton - Laurier Ave,905-878-2000,,497 Laurier AveMilton  ONL9T 3K8,www.thpharmacy.com/stores/lunat-drugs-inc-thp-stor...
Total Health Pharmacy - Mississauga - Dundas St E,905-279-5151,john.wissa@thpharmacy.com,Cracovia Square160 Dundas St E  Unit 102Mississauga  ONL5A 1W4,www.thpharmacy.com/stores/ssjkm-inc-thp-store-131
Total Health Pharmacy - Mississauga - Hurontario St,905-848-9955,,Cooksville Colonnade3024 Hurontario St  Unit 308Mississauga  ONL5B 4M4,www.thpharmacy.com/stores/nsjrx-inc-thp-store-117/
Total Health Pharmacy - Mississauga - South Millway,905-820-2002,john.wissa@thpharmacy.com,3405 South Millway  Unit 3Mississauga  ONL5L 3R1,www.thpharmacy.com/stores/ssmj-drugs-ltd-thp-store...
Total Health Pharmacy - Oakville - Morden Rd,905-845-2733,thp101@thpharmacy.com,465 Morden RdOakville  ONL6K 3W6,www.thpharmacy.com/stores/jcs-drugs-ltd-thp-store-...
Total Health Pharmacy - Oakville - Nottinghill Gate,905-825-2560,THP103@thpharmacy.com,1131 Nottinghill GateOakville  ONL6M 1K5,www.thpharmacy.com/stores/2037087-ontario-inc-thp-...
Total Health Pharmacy - Oakville - Oak Park Blvd,905-257-0606,thp137@thpharmacy.com,231 Oak Park BlvdOakville  ONL6H 7S8,www.thpharmacy.com/stores/thp137
Trelawny Pharmacy,905-785-8900,,3899 Trelawny Circle  Unit 9Mississauga  ONL5N 6S3,www.pharmacycp.com/index.html
Twain Pharmacy,905-696-0888,,735 Twain AveMississauga  ONL5W 1X1,
Uptown Medical Pharmacy,289-837-0800,uptownmedicalpharmacy@gmail.com,Trafalgar Ridge Shopping Centre2423 Trafalgar RdOakville  ONL6H 6K7,uptownmedical.ca/pharmacy/
Urban Pharmacy,905-897-2210,urbanpharmacy@rogers.com,Rathburn Square900 Rathburn Rd W  Unit B4Mississauga  ONL5C 4L3,
Urgent Care Pharmacy,519-853-3712,,10 Eastern AveActon  ONL7J 0A5,
Village Pharmacy,905-278-7237,,225 Lakeshore Rd EMississauga  ONL5G 1G8,
Vitale Pharmacy,905-820-0730,vitalepharmacy@yahoo.com,2340 Council Ring Rd  Unit 107Mississauga  ONL5L 1C1,
Walmart Pharmacy - Etobicoke - North Queen St,416-239-2088,,165 North Queen StToronto  ONM9C 1A7,www.walmart.ca/en/stores-near-me/etobicoke-superce...
Walmart Pharmacy - Georgetown - Guelph St,905-873-3021,,300 Guelph StGeorgetown  ONL7G 4B2,www.walmart.ca/en/stores-near-me/georgetown-superc...
Walmart Pharmacy - Milton - Steeles Ave E,905-864-6035,,1280 Steeles Ave EMilton  ONL9T 6R1,www.walmart.ca/en/stores-near-me/milton-supercentr...
Walmart Pharmacy - Mississauga - Argentia Rd,905-821-8222,,3155 Argentia RdMississauga  ONL5N 8E1,www.walmart.ca/en/stores-near-me/meadowvale-superc...
Walmart Pharmacy - Mississauga - Burnhamthorpe Rd W,905-820-5172,,2160 Burnhamthorpe Rd WMississauga  ONL5L 5Z5,www.walmart.ca/en/stores-near-me/erin-mills-superc...
Walmart Pharmacy - Mississauga - City Centre Dr,905-270-8331,,Square One Shopping Centre100 City Centre DrMississauga  ONL5B 2C9,www.walmart.ca/en/stores-near-me/square-one-superc...
Walmart Pharmacy - Mississauga - Dundas St E,905-615-1290,,1500 Dundas St EMississauga  ONL4X 1L4,www.walmart.ca/en/stores-near-me/mississauga-dixie...
Walmart Pharmacy - Mississauga - Erin Mills Town Centre,905-820-3797,,5100 Erin Mills PkwyMississauga  ONL5M 4Z5,www.walmart.ca/en/stores-near-me/erin-mills-town-c...
Walmart Pharmacy - Mississauga - Matheson Blvd,905-817-9693,,Heartland Supercentre800 Matheson BlvdMississauga  ONL5V 2N6,www.walmart.ca/en/stores-near-me/heartland-superce...
Walmart Pharmacy - Oakville - Hays Blvd,905-257-5742,,235 Hays BlvdOakville  ONL6H 6M4,www.walmart.ca/en/stores-near-me/oakville-supercen...
We Care Pharmacy,905-275-7555,,169 Dundas St E  Unit 6AMississauga  ONL5A 1W8,
Wellness Centre Pharmacy,416-621-2548,,230 Brown's LineEtobicoke  ONM8W 3T4,
Wellness Healthcare Pharmacy,905-270-2870,,1170 Burnhamthorpe Rd W  Unit 8Mississauga  ONL5C 4E6,
Wellness Pharmacy,905-277-5885,wellnesspharmacy@rogers.com,1177 Central Pkwy W  Unit 67Mississauga  ONL5C 4P3,
White Oaks Pharmacy,905-257-3611,,360 Dundas St E  Unit B6Oakville  ONL6H 6Z9,
Whole Health Pharmacy Cooksville,905-275-2273,cooksville@wholehealthrx.ca,250 Dundas St W  Unit 106Mississauga  ONL5B 1J2,wholehealthcooksville.ca/
Windwood Pharmacy,905-814-1300,,3080 Windwood Dr  Unit 6Mississauga  ONL5N 2K5,
Winston Churchill and Dundas Pharmacy,905-828-4100,,3018 Winston Churchill Blvd  Unit 4Mississauga  ONL5L 2V7,
Wyecroft Pharmacy,289-817-0099,wyecroft.pharmacy@gmail.com,245 Wyecroft Rd  Unit 1Oakville  ONL6K 3Y6,
Your Medicine Cabinet,905-566-4040,,77 The Queensway W  Unit 200Mississauga  ONL5B 1B7,
Zak's Pharmacy - Milton - Main St E,905-875-2424,,70 Main St EMilton  ONL9T 1N3,
Specialty Pharmacy Services,905-474-0822,sbakhoum@bayshore.ca,70 Esna Park Drive  Unit 11Markham  ONL3R 6E7,www.bayshore.ca
Blair Court Pharmacy,416-423-9113,,266 Donlands AveToronto  ONM4J 5B1,
Dawes Drug Mart,416-757-2242,,424 Dawes RdToronto  ONM4B 2E9,
Don Russell Drug Mart,416-251-2201,donrusselldrugmart@gmail.com,2891 Lake Shore Blvd WToronto  ONM8V 1J1,www.donrusselldrugmart.ca
Etobicoke Centre Pharmacy,416-745-3030,,Etobicoke Professional Centre40 Westmore DrEtobicoke  ONM9V 4C2,
Fortinos DRUGStore Pharmacy - Etobicoke - Queens Plate Dr,416-745-2825,phr00041@loblaw.ca,330 Queens Plate DrEtobicoke  ONM9W 7J7,www.yourhealthmattershere.ca
Grace Pharmacy,416-741-5055,,2630 Kipling Ave  Unit 7AEtobicoke  ONM9V 4B9,
Humber Green Pharmacy,416-744-3434,,100 Humber College Blvd  Unit 102Toronto  ONM9V 5G4,
John Garland Pharmacy,416-743-3535,,1701 Martin Grove RdToronto  ONM9V 4N4,
Kipling Medical Pharmacy,416-744-8825,,2687 Kipling Ave  Unit 9Etobicoke  ONM9V 5G6,
Kipling Pharmacy,416-743-8333,kiplingpharmacy@hotmail.com,2141 Kipling Ave  Unit 5Etobicoke  ONM9W 4K8,kiplingpharmacy.ca
LMC Pharmacy - Diabetes Source,416-640-1863,pharmacy@lmc.ca,CNIB1929 Bayview Ave  Unit 107Toronto  ONM4G 3E8,www.lmc.ca
Mediplus Pharmacy,416-744-8264,,1111 Albion RdEtobicoke  ONM9V 1A9,
Nofrills DRUGStore Pharmacy - Etobicoke - Albion Rd,416-744-7389,phm00270@loblaw.ca,1530 Albion RdToronto  ONM9V 1B4,www.drugstorepharmacy.ca
PharmaChoice - Etobicoke - Rexdale Blvd (Woodbine Pharmacy),416-679-8711,pch572@pharmachoice.com,500 Rexdale Blvd  Unit A2Etobicoke  ONM9W 6K5,www.pharmachoice.com/on/woodbine
Pharmasave - Scarborough - 4218 Lawrence Ave E,416-284-4741,,4218 Lawrence Ave E  Unit 4Toronto  ONM1E 4X9,www.pharmasave.com
Pharmasave - York - Weston Rd (Eagle Manor Pharmacy),416-241-1115,miahmed@rogers.ca,1901 Weston Rd  Unit 19Toronto  ONM9N 3P5,
Rexall - Etobicoke - Wincott Dr,416-248-1872,0869rx@rexall.ca,250 Wincott DrEtobicoke  ONM9R 2R5,www.rexall.ca
River Hill Pharmacy,416-614-6623,,2086 Lawrence Ave W  Unit 1-2Toronto  ONM9N 3Z9,
Shih Pharmacy,416-740-1623,,2700 Kipling AveEtobicoke  ONM9V 4P2,
Shoppers Drug Mart - Etobicoke - 1530 Albion Rd,416-741-7711,asdm925@shoppersdrugmart.ca,Albion Mall1530 Albion RdEtobicoke  ONM9V 1B4,www.shoppersdrugmart.ca
Shoppers Drug Mart - Etobicoke - 900 Albion Rd,416-741-2430,asdm954@shoppersdrugmart.ca,Bostock Plaza900 Albion Rd  Bldg A  Unit 1Etobicoke  ONM9V 1A5,www.shoppersdrugmart.ca
Shoppers Drug Mart - Etobicoke - Kipling Ave,416-247-8757,asdm974@shoppersdrugmart.ca,Westway Plaza1735 Kipling AveEtobicoke  ONM9R 2Y8,www.shoppersdrugmart.ca
Shoppers Drug Mart - Etobicoke - Rexdale Blvd,416-743-1645,asdm857@shoppersdrugmart.ca,Rexdale Plaza123 Rexdale BlvdEtobicoke  ONM9W 1P1,www.shoppersdrugmart.ca
Shoppers Drug Mart - Etobicoke - The Westway,416-249-8344,asdm845@shoppersdrugmart.ca,Martinway Plaza415 The Westway  Block A  Unit 1Etobicoke  ONM9R 1H5,www.shoppersdrugmart.ca
Shoppers Simply Pharmacy - Etobicoke - Albion Rd,416-746-2000,asdm3075@shoppersdrugmart.ca,1525 Albion Rd  Unit 104Etobicoke  ONM9V 5G5,stores.shoppersdrugmart.ca/en/store/3075
Total Health Pharmacy - Etobicoke - Woodbine Downs,416-674-0300,,25 Woodbine DownsEtobicoke  ONM9W 6N5,www.thpharmacy.com
